MEP/ Projects Sales ,Sales/Retail/Business Development,Engineering,Select,Construction - Residential & Commercial/Office,Select,Select,15000,25000,Experienced (Non-Manager)
E-Marketing Specialist,Marketing,Select,Select,Architectural and Design Services,Select,Select,1500,5000,Experienced (Non-Manager)
Graphic / Web Designer ,Creative/Design,Select,Select,Business Supplies and Equipment   ,Computer/IT Services,Select,2500,3500,Experienced (Non-Manager)
International Customer Service Agent ,Customer Service/Support,Select,Select,Computer Software,Computer/IT Services,Business Supplies and Equipment   ,2000,3000,Entry Level
E-Commerce Marketing Manager,Marketing,Select,Select,Business Supplies and Equipment   ,Computer/IT Services,Select,6000,8000,Manager
Back Office SW Engineer,IT/Software Development,Engineering,Select,Information Technology Services   ,Medical Devices and Supplies,Select,2000,3000,Experienced (Non-Manager)
Business Developement Specialist,Sales/Retail/Business Development,Marketing,Select,Advertising and PR Services,Select,Select,2000,3000,Experienced (Non-Manager)
Android Developer,IT/Software Development,Engineering,Select,Computer Software,Computer/IT Services,Select,3000,6000,Experienced (Non-Manager)
IT Project Manager,IT/Software Development,Project/Program Management,Select,Computer and Network Security   ,Computer Software,Computer/IT Services,5000,10000,Manager
Web Developer ,IT/Software Development,Select,Select,Information Technology Services   ,Internet Services,Select,3000,5000,Experienced (Non-Manager)
Telesales Agent,Sales/Retail/Business Development,Customer Service/Support,Select,Consumer Services   ,Select,Select,1000,2500,Entry Level
IT Project Manager,Project/Program Management,Banking,IT/Software Development,Information Technology Services   ,Banking,Select,10000,16000,Manager
Social Media ,Marketing,Select,Select,Advertising and PR Services,Select,Select,1500,3000,Experienced (Non-Manager)
Senior Graphic Designer,Creative/Design,Education/Training,Editorial/Writing,Graphic Design   ,Animation   ,Internet Services,3600,3800,Experienced (Non-Manager)
IT Sales Representative,Sales/Retail/Business Development,Customer Service/Support,Select,Computer Networking   ,Select,Select,2000,2000,Entry Level
Administrative Assistant,Administration,Customer Service/Support,Select,Computer Networking   ,Select,Select,1500,2000,Entry Level
Receptionist (Females Part time),Customer Service/Support,Administration,Select,"Health, Wellness and Fitness   ",Select,Select,1500,2000,Experienced (Non-Manager)
Production Engineer,Manufacturing/Production/Operations,Engineering,Select,Manufacturing,Select,Select,3000,7000,Experienced (Non-Manager)
Senior ASP.NET Developer,IT/Software Development,Select,Select,Business Services - Other,Select,Select,4000,8000,Experienced (Non-Manager)
Sales and Marketing Manager ,Marketing,Sales/Retail/Business Development,Select,Consumer Packaged Goods Manufacturing,Food and Beverage Production,Wholesale Trade,4000,7000,Manager
Sales And Marketing Manager ,Marketing,Sales/Retail/Business Development,Select,Construction - Industrial Facilities and Infrastructure,Select,Select,3000,4000,Manager
Account Executive/Manager,Sales/Retail/Business Development,Customer Service/Support,Select,Business Services - Other,Select,Select,3000,6000,Experienced (Non-Manager)
IT Help Desk Clerk ,Installation/Maintenance/Repair,Customer Service/Support,Select,Computer/IT Services,Computer and Network Security   ,Computer Networking   ,1200,1500,Entry Level
Senior Field Instruments Sales Engineer,Engineering,Sales/Retail/Business Development,Select,Engineering - Mechanical or Industrial   ,Import and Export   ,Oil and Energy   ,3000,10000,Experienced (Non-Manager)
Quality Assurance Manager ,Quality Assurance/Quality Control,Management,Select,Apparel and Fashion   ,Select,Select,2000,7000,Experienced (Non-Manager)
Field Instruments Sales Engineer,Engineering,Sales/Retail/Business Development,Select,Engineering - Mechanical or Industrial   ,Import and Export   ,Oil and Energy   ,2000,5000,Experienced (Non-Manager)
Social Media Manager,Marketing,Select,Select,Marketing and Advertising   ,Online Media   ,Business Services - Other,2400,3000,Experienced (Non-Manager)
Social Media Specialist / Copywriter,Editorial/Writing,Marketing,Select,Healthcare Services and Hospital,Marketing and Advertising   ,Online Media   ,1600,2000,Entry Level
Markets Reporter/Journalist,Editorial/Writing,Select,Select,Environmental Services   ,Select,Select,4000,8000,Experienced (Non-Manager)
Sales Engineer,Engineering,Sales/Retail/Business Development,Select,Engineering - Mechanical or Industrial   ,Import and Export   ,Oil and Energy   ,3000,6000,Experienced (Non-Manager)
Mechanical Engineer,Manufacturing/Production/Operations,Engineering,Select,Manufacturing,Select,Select,3000,7000,Experienced (Non-Manager)
Customer Service Agent ,Customer Service/Support,Select,Select,Consumer Services   ,Select,Select,800,1000,Entry Level
Website Content Executive,Editorial/Writing,Select,Select,Retail,Marketing and Advertising   ,Select,1500,2500,Entry Level
Digital Marketing Executive,Marketing,Select,Select,Retail,Marketing and Advertising   ,"Health, Wellness and Fitness   ",2000,2500,Entry Level
.Net Developer (Project Based),IT/Software Development,Select,Select,Computer Software,Select,Select,3000,3200,Entry Level
Planning and Project Control Engineer,Engineering,Project/Program Management,Select,Construction - Residential & Commercial/Office,Select,Select,2500,5000,Entry Level
Modern Trade Manager,Food Services/Hospitality,Sales/Retail/Business Development,Marketing,Agriculture/Forestry/Fishing/Farming,Select,Select,3000,7000,Manager
Senior Java Developer,IT/Software Development,Select,Select,Computer Software,Select,Select,3000,6000,Experienced (Non-Manager)
.Net (MVC) Developer ,IT/Software Development,Select,Select,Computer Software,Select,Select,2000,2500,Entry Level
Social Media Specialist ,Marketing,Select,Select,Advertising and PR Services,Marketing and Advertising   ,Select,2000,2500,Entry Level
Retail Sales Representative,Sales/Retail/Business Development,Customer Service/Support,Select,Public Relations and Communications   ,Retail,Select,1500,1600,Entry Level
Front End Developer - AngularJS / Javascript,IT/Software Development,Select,Select,Computer Software,Select,Select,3000,10000,Experienced (Non-Manager)
Senior Sales Representative ,Creative/Design,Select,Select,Computer Software,Graphic Design   ,Select,2000,4000,Experienced (Non-Manager)
Web / CRM Developer ,IT/Software Development,Select,Select,Computer Software,Select,Select,1200,3000,Entry Level
Market Research Analyst ,Research,Marketing,Select,Management Consulting Services,Select,Select,2500,3000,Experienced (Non-Manager)
Web Developer,IT/Software Development,Select,Select,Computer Software,Computer/IT Services,Information Technology Services   ,3000,5000,Experienced (Non-Manager)
Quality Assurance/Control Engineer,Quality Assurance/Quality Control,Education/Training,Select,Manufacturing,Select,Select,3000,7000,Experienced (Non-Manager)
Capacity Building Specialist (Short Term),Research,Project/Program Management,Select,Nonprofit Charitable Organizations,Select,Select,150,200,Manager
Senior iOS Developer,IT/Software Development,Select,Select,Printing and Publishing,Information Technology Services   ,Select,5000,6000,Experienced (Non-Manager)
MEP Site Engineer,Installation/Maintenance/Repair,Engineering,Select,Construction - Residential & Commercial/Office,Select,Select,3000,6000,Experienced (Non-Manager)
Executive Secretary,Administration,Customer Service/Support,Select,"Health, Wellness and Fitness   ",Select,Select,1500,2000,Entry Level
Social Media Specialist,Marketing,Select,Select,Financial Services,Advertising and PR Services,Select,2000,2500,Entry Level
Telesales Agent,Customer Service/Support,Sales/Retail/Business Development,Select,Education,Select,Select,900,2000,Entry Level
Senior MNO VAS Telecommunications Integration Engineer,IT/Software Development,Engineering,Select,Telecommunications Services,Select,Select,6000,9000,Experienced (Non-Manager)
SW Quality Assurance Engineer/Tester,Quality Assurance/Quality Control,Engineering,IT/Software Development,Computer Software,Engineering Services,Select,3000,5000,Experienced (Non-Manager)
Application Support Engineer,Engineering,IT/Software Development,Select,Computer Software,Computer/IT Services,Select,3000,6000,Experienced (Non-Manager)
Software Engineer ,IT/Software Development,Engineering,Select,Computer Software,Select,Select,3000,3500,Entry Level
Graphic Designer,Creative/Design,Select,Select,Graphic Design   ,Marketing and Advertising   ,Animation   ,1000,5000,Entry Level
Mechanical Power Engineer,Engineering,Select,Select,Engineering - Mechanical or Industrial   ,Select,Select,2000,3500,Entry Level
: International Call center Advisor (UK Account),Customer Service/Support,Select,Select,Telecommunications Services,Select,Select,2400,2400,Entry Level
Java EE Developer,IT/Software Development,Select,Select,Computer Software,Select,Select,3000,6000,Experienced (Non-Manager)
Senior Java Developer ,IT/Software Development,Select,Select,Computer Software,Select,Select,5500,7500,Experienced (Non-Manager)
Senior Software QC Engineer,Quality Assurance/Quality Control,Engineering,IT/Software Development,Computer Software,Select,Select,4000,6500,Experienced (Non-Manager)
Web UI Developer,IT/Software Development,Select,Select,Computer Software,Select,Select,4000,6000,Experienced (Non-Manager)
Java Developer Team Leader,IT/Software Development,Select,Select,Computer/IT Services,Select,Select,6000,9000,Experienced (Non-Manager)
Technical Support Agent ,Customer Service/Support,IT/Software Development,Select,Information Technology Services   ,Select,Select,1200,1800,Entry Level
IT Help Desk Support Clerk ,IT/Software Development,Customer Service/Support,Select,Education,Select,Select,2500,3000,Experienced (Non-Manager)
Web Administrator ,Administration,IT/Software Development,Select,Computer Networking   ,Select,Select,3000,5000,Experienced (Non-Manager)
Graphics Section Head,Creative/Design,Select,Select,Printing and Publishing,Select,Select,6000,8000,Manager
Coolers Coordinator,Sales/Retail/Business Development,Customer Service/Support,Administration,Food and Beverage Production,Select,Select,2000,4500,Entry Level
Junior Architect ,Engineering,Creative/Design,Select,Architectural and Design Services,Select,Select,2000,2500,Entry Level
"Search Engine Optimization ""SEO"" Specialist ",Marketing,Editorial/Writing,Select,Marketing and Advertising   ,Market Research   ,Writing and Editing,2000,3000,Experienced (Non-Manager)
Graphic Designer,Creative/Design,Select,Select,Graphic Design   ,Select,Select,1500,1800,Experienced (Non-Manager)
Executive Secretary ,Administration,Customer Service/Support,Select,Internet Services,Information Technology Services   ,Computer/IT Services,1500,1800,Experienced (Non-Manager)
Marketing Manager,Marketing,Management,Select,Printing and Publishing,Select,Select,10000,15000,Manager
General Manager,Administration,Management,Engineering,Security and Surveillance,Engineering Services,Select,10000,20000,Manager
Project Manager - Security Systems ,Engineering,Administration,Project/Program Management,Security and Surveillance,Select,Select,7000,15000,Manager
Pre-Sales Security Systems Engineer,Engineering,Sales/Retail/Business Development,Select,Security and Surveillance,Select,Select,4000,7000,Experienced (Non-Manager)
"Sales Account Manager ""Engineer""",Engineering,Sales/Retail/Business Development,Select,Security and Surveillance,Select,Select,3000,7000,Experienced (Non-Manager)
System Analyst,IT/Software Development,Quality Assurance/Quality Control,Select,Information Technology Services   ,Select,Select,8000,10000,Experienced (Non-Manager)
Sales Agent,Sales/Retail/Business Development,Customer Service/Support,Select,Banking,Insurance,Consumer Services   ,2000,6000,Entry Level
Electrical Engineer ,Engineering,Select,Select,Food and Beverage Production,Select,Select,5000,7000,Experienced (Non-Manager)
E-Marketing Supervisor,Marketing,Select,Select,Architectural and Design Services,Select,Select,3000,4000,Experienced (Non-Manager)
Front Desk Representative,Administration,Customer Service/Support,Select,Real Estate/Property Management,Select,Select,3000,4000,Experienced (Non-Manager)
Graphic Designer,Creative/Design,Select,Select,Architectural and Design Services,Select,Select,3000,4000,Experienced (Non-Manager)
Sales & Marketing Executive,Marketing,Sales/Retail/Business Development,Select,Automotive and Parts Manufacturing,Automotive Sales and Repair Services,Select,2000,5000,Experienced (Non-Manager)
Social Media Executive ,Marketing,Select,Select,Online Media   ,Graphic Design   ,Select,2000,4000,Experienced (Non-Manager)
Senior Translator,Editorial/Writing,Select,Select,Translation and Localization   ,Select,Select,2000,2800,Experienced (Non-Manager)
Project Coordinator ,Project/Program Management,Editorial/Writing,Select,Translation and Localization   ,Select,Select,1500,1800,Entry Level
Senior.Net Developer,IT/Software Development,Select,Select,Information Technology Services   ,Computer Software,Select,7000,8000,Manager
Senior HSE Specialist,Quality Assurance/Quality Control,Select,Select,Business Services - Other,Human Resources   ,Select,3500,6000,Experienced (Non-Manager)
Web Developer,IT/Software Development,Select,Select,Information Technology Services   ,Computer/IT Services,Select,2500,4000,Entry Level
Fashion Designer,Creative/Design,Select,Select,Retail,Select,Select,2000,3000,Entry Level
Maintenance Engineer (Medical),Installation/Maintenance/Repair,Medical,Engineering,Medical Devices and Supplies,Select,Select,2000,3000,Entry Level
Medical Sales Representative,Sales/Retail/Business Development,Medical,Engineering,Healthcare Services and Hospital,Select,Select,1500,2000,Entry Level
CPA Instructor,Accounting/Finance/Insurance,Editorial/Writing,Select,Education,Accounting and Auditing Services,Select,3500,8000,Experienced (Non-Manager)
MEP Foreman,Installation/Maintenance/Repair,Project/Program Management,Select,Construction - Residential & Commercial/Office,Select,Select,3000,6000,Experienced (Non-Manager)
drive test,Engineering,Select,Select,Telecommunications Services,Select,Select,1200,1800,Entry Level
PHP Developer,IT/Software Development,Select,Select,Computer Software,Select,Select,1500,3000,Entry Level
Customer Service/ Call Center Agent,Customer Service/Support,Select,Select,"Travel, Transportation and Tourism",Select,Select,1500,2000,Experienced (Non-Manager)
Media Relations Executive  (Marketing) ,Marketing,Sales/Retail/Business Development,Select,Management Consulting Services,Advertising and PR Services,Select,2500,3000,Entry Level
Portuguese Call Centre Agent,Customer Service/Support,Select,Select,Consumer Services   ,Outsourcing/Offshoring   ,Select,4500,5000,Entry Level
Java / Oracle Instructors ,Education/Training,IT/Software Development,Select,Computer Software,Computer/IT Services,Education,40,60,Experienced (Non-Manager)
Project Manager (Interiors & Fit-out),Engineering,Project/Program Management,Select,Architectural and Design Services,Construction - Residential & Commercial/Office,Select,3000,5000,Experienced (Non-Manager)
Call center Agent,Customer Service/Support,Sales/Retail/Business Development,Select,Telecommunications Services,Select,Select,2400,5000,Entry Level
Telesales Agent ,Customer Service/Support,Sales/Retail/Business Development,Select,Telecommunications Services,Financial Services,Select,2400,5000,Entry Level
Sales Engineer,Engineering,Sales/Retail/Business Development,Select,Engineering - Mechanical or Industrial   ,Select,Select,4000,4500,Experienced (Non-Manager)
New Installations Engineer,Engineering,Installation/Maintenance/Repair,Select,Engineering - Mechanical or Industrial   ,Select,Select,3500,4500,Experienced (Non-Manager)
"Project Manager ""Engineer""",Engineering,Project/Program Management,Select,Engineering - Mechanical or Industrial   ,Select,Select,6000,7000,Experienced (Non-Manager)
Chemistry  Teacher,Education/Training,Biotech/R&D/Science,Select,Education,Select,Select,5000,7000,Experienced (Non-Manager)
Property Advisor Associate ,Marketing,Sales/Retail/Business Development,Select,Real Estate/Property Management,Select,Select,3000,10000,Experienced (Non-Manager)
Physics Teacher,Education/Training,Biotech/R&D/Science,Select,Education,Select,Select,5000,7000,Experienced (Non-Manager)
Biology Teacher,Education/Training,Biotech/R&D/Science,Select,Education,Select,Select,5000,7000,Experienced (Non-Manager)
Sales Representative,Sales/Retail/Business Development,Marketing,Select,Advertising and PR Services,Select,Select,1200,3000,Experienced (Non-Manager)
Software Tester ,Quality Assurance/Quality Control,IT/Software Development,Select,Computer Software,Select,Select,3000,4000,Entry Level
Senior Java Developer ,IT/Software Development,Select,Select,Computer Software,Select,Select,3000,6000,Experienced (Non-Manager)
Systems Engineer,IT/Software Development,Engineering,Select,Information Technology Services   ,Select,Select,3000,5000,Experienced (Non-Manager)
Web Designer ,Creative/Design,Select,Select,Computer Software,Computer/IT Services,Information Technology Services   ,2500,4000,Experienced (Non-Manager)
Sales Engineer,Engineering,Sales/Retail/Business Development,Select,Marketing and Advertising   ,Select,Select,2000,3000,Entry Level
Junior Process Engineer,Engineering,Select,Select,Food and Beverage Production,Select,Select,3000,8000,Experienced (Non-Manager)
manager,Marketing,Sales/Retail/Business Development,Quality Assurance/Quality Control,Manufacturing,Select,Select,100,120,"Senior Management (e.g. VP, CEO)"
Creative Script Writer,Creative/Design,Editorial/Writing,Select,Marketing and Advertising   ,Advertising and PR Services,Select,2000,2500,Experienced (Non-Manager)
Architect,Engineering,Creative/Design,Building Construction/Skilled Trades,Architectural and Design Services,Construction - Residential & Commercial/Office,Computer Software,1500,3000,Experienced (Non-Manager)
Customer Service Agent,Customer Service/Support,Select,Select,Medical Devices and Supplies,Select,Select,1000,1500,Entry Level
German Translator,Editorial/Writing,Select,Select,Translation and Localization   ,Select,Select,1500,2000,Entry Level
Assistant Brand Manager,Marketing,Select,Select,Advertising and PR Services,Select,Select,5000,6000,Experienced (Non-Manager)
Call Center Advisor ( VF- UK ),Customer Service/Support,Select,Select,Telecommunications Services,Select,Select,2400,2800,Entry Level
iOS Software Developer,IT/Software Development,Select,Select,Computer Software,Computer Games   ,Select,2800,4000,Experienced (Non-Manager)
"android , IOS , asp.net and php developer ",Engineering,Select,Select,Computer Software,Select,Select,1200,2000,Entry Level
Travco Properties - Business Financial Analyst,Accounting/Finance/Insurance,Business ,Marketing,Real Estate/Property Management,Management Consulting Services,Financial Services,5000,7000,Experienced (Non-Manager)
 customer service,Customer Service/Support,Select,Select,Telecommunications Services,Select,Select,1100,1500,Entry Level
Marketing Specialist,Marketing,Select,Select,Information Technology Services   ,Education,Computer/IT Services,2000,3500,Entry Level
Senior Architect,Engineering,Creative/Design,Select,Architectural and Design Services,Select,Select,5000,6000,Experienced (Non-Manager)
Junior Architect,Creative/Design,Select,Select,Architectural and Design Services,Select,Select,1500,2000,Experienced (Non-Manager)
SQL Server Database Administrator,IT/Software Development,Select,Select,Printing and Publishing,Information Technology Services   ,Select,5000,7000,Experienced (Non-Manager)
Senior ASP.NET MVC Developer,IT/Software Development,Select,Select,Computer Software,Select,Select,5000,6000,Experienced (Non-Manager)
Oracle Java Developer,IT/Software Development,Select,Select,Computer Software,Select,Select,3000,5000,Experienced (Non-Manager)
UI Developer,IT/Software Development,Select,Select,Information Technology Services   ,Select,Select,3000,5000,Entry Level
MS SharePoint Developer,IT/Software Development,Select,Select,Computer Software,Select,Select,3000,5000,Experienced (Non-Manager)
Technical Sales Engineer,Sales/Retail/Business Development,Engineering,Select,Oil and Energy   ,Select,Select,2500,3000,Entry Level
Technical Office Architect,Engineering,Creative/Design,Project/Program Management,Construction - Residential & Commercial/Office,Select,Select,2500,8000,Experienced (Non-Manager)
Category Manager ,Marketing,Select,Select,Human Resources   ,Marketing and Advertising   ,Select,9000,12000,Manager
Marketing Manager,Marketing,Select,Select,Marketing and Advertising   ,Select,Select,15000,25000,Manager
Technical Sales Executive (Industrial Sector),Sales/Retail/Business Development,Engineering,Select,Manufacturing,Select,Select,2000,3000,Entry Level
"Technical Sales Executive"" Auto Detailing Products""",Sales/Retail/Business Development,Engineering,Select,Automotive Sales and Repair Services,Select,Select,2000,3000,Entry Level
Fitness Trainer,Customer Service/Support,Education/Training,Select,Recreational Facilities and Services   ,"Health, Wellness and Fitness   ",Hotels and Lodging,1500,2000,Entry Level
Junior Web Developer ,IT/Software Development,Select,Select,Computer Software,Select,Select,1000,1500,Entry Level
Engineers graduates applied arts Section printing & quality,Engineering,Select,Select,Arts and Crafts   ,Select,Select,0,0,Entry Level
SW Quality Control Engineer,Quality Assurance/Quality Control,Engineering,Select,Internet Services,Select,Select,3000,4000,Entry Level
Technical Office Engineer ,Engineering,Select,Select,Construction - Industrial Facilities and Infrastructure,Select,Select,1000,1500,Entry Level
Technical Administrator Mechatronics Engineer,Engineering,Administration,Select,Computer Hardware,Computer Networking   ,Engineering Services,1500,2000,Entry Level
Sales Account Manager ,Sales/Retail/Business Development,Customer Service/Support,Select,Information Technology Services   ,Select,Select,1200,1700,Entry Level
IPG Technical Support Engineer ,Engineering,Installation/Maintenance/Repair,Select,Information Technology Services   ,Select,Select,1200,1700,Entry Level
Senior Web Developer,IT/Software Development,Select,Select,Computer/IT Services,Select,Select,1800,2500,Experienced (Non-Manager)
Web Designer,Creative/Design,Select,Select,Marketing and Advertising   ,Select,Select,2000,3000,Entry Level
Medical Account Advisor,Customer Service/Support,Select,Select,Healthcare Services and Hospital,Select,Select,1100,1400,Entry Level
"Technical Engineer ""Architecture"" ",Engineering,Creative/Design,Select,Furniture   ,Select,Select,1200,6000,Experienced (Non-Manager)
iOS Developer,IT/Software Development,Select,Select,Information Technology Services   ,Internet Services,Select,1500,5000,Experienced (Non-Manager)
Social Media Executive,Marketing,Media/Journalism/Publishing,Select,Apparel and Fashion   ,Marketing and Advertising   ,Advertising and PR Services,3000,5000,Experienced (Non-Manager)
Web Developer,IT/Software Development,Select,Select,Computer/IT Services,Select,Select,2000,2500,Experienced (Non-Manager)
Call Center Advisor ( VF- UK ),Customer Service/Support,Select,Select,Telecommunications Services,Select,Select,2400,2800,Entry Level
PhoneGap Developer,IT/Software Development,Select,Select,Consumer Services   ,Select,Select,4000,7000,Experienced (Non-Manager)
Cashier,Food Services/Hospitality,Customer Service/Support,Sales/Retail/Business Development,Food and Beverage Production,Select,Select,1000,1200,Entry Level
IT Administrator and Technical Support,Installation/Maintenance/Repair,IT/Software Development,Select,Computer and Network Security   ,Computer/IT Services,Consumer Electronics   ,2500,4000,Experienced (Non-Manager)
Sales Representative,Sales/Retail/Business Development,Marketing,Select,Information Technology Services   ,Computer/IT Services,Graphic Design   ,1000,3000,Experienced (Non-Manager)
iOS Developer,IT/Software Development,Select,Select,Computer/IT Services,Select,Select,2000,4000,Experienced (Non-Manager)
HV Site Manager,Installation/Maintenance/Repair,Engineering,Project/Program Management,Construction - Industrial Facilities and Infrastructure,Select,Select,10000,20000,Manager
Planning Engineer,Engineering,Project/Program Management,Select,Construction - Residential & Commercial/Office,Select,Select,3000,7000,Experienced (Non-Manager)
Customer Service Agent ,Customer Service/Support,Select,Select,Consumer Services   ,Select,Select,700,800,Entry Level
Installation & Maintenance Security Systems Engineer,Engineering,Installation/Maintenance/Repair,Select,Security and Surveillance,Select,Select,2500,7000,Experienced (Non-Manager)
Installation & Maintenance Security Systems Coordinator,Engineering,Installation/Maintenance/Repair,Select,Security and Surveillance,Select,Select,2500,6000,Experienced (Non-Manager)
Installation & Maintenance Security Systems Manager,Engineering,Installation/Maintenance/Repair,Select,Security and Surveillance,Select,Select,5000,9000,Manager
Telemarketing Agent for Online Reservation System,Sales/Retail/Business Development,Customer Service/Support,Select,"Travel, Transportation and Tourism",Select,Select,1500,5000,Entry Level
Sales Engineer (Electronics),Sales/Retail/Business Development,Engineering,Select,"Electronics, Components, and Semiconductor Mfg",Engineering Services,Import and Export   ,1500,2000,Entry Level
PHP Developer,IT/Software Development,Select,Select,Computer Software,Select,Select,4000,6000,Experienced (Non-Manager)
"Service Center Engineer ""Cairo""",Customer Service/Support,Installation/Maintenance/Repair,Engineering,Telecommunications Services,Select,Select,2000,4000,Experienced (Non-Manager)
Senior Data Engineer ,IT/Software Development,Select,Select,Information Technology Services   ,Select,Select,6000,12000,Experienced (Non-Manager)
Travco Properties - Facilities Manager,Engineering,Project/Program Management,Select,Real Estate/Property Management,Construction - Residential & Commercial/Office,Engineering Services,10000,15000,Manager
Junior Data Engineer ,IT/Software Development,Engineering,Select,Information Technology Services   ,Select,Select,3600,4000,Entry Level
Marketing Executive  ,Marketing,Select,Select,Furniture   ,Clothing and Textile Manufacturing,Retail,2500,5000,Experienced (Non-Manager)
AC Service Engineer,Engineering,Installation/Maintenance/Repair,Select,Manufacturing,Select,Select,3000,4000,Experienced (Non-Manager)
Biomedical Engineer,Engineering,Installation/Maintenance/Repair,Medical,Medical Devices and Supplies,Select,Select,1200,2500,Entry Level
Senior Java Developer ,IT/Software Development,Select,Select,Computer Software,Select,Select,4000,7000,Experienced (Non-Manager)
Social Media Network Administrator,Marketing,Select,Select,Marketing and Advertising   ,Select,Select,1500,2500,Entry Level
iOS Developer ,IT/Software Development,Select,Select,Information Technology Services   ,Select,Select,3000,4000,Experienced (Non-Manager)
Software Developer ,IT/Software Development,Select,Select,Computer/IT Services,Select,Select,1500,2500,Entry Level
Software Quality Control Engineer ,IT/Software Development,Quality Assurance/Quality Control,Select,Information Technology Services   ,Select,Select,2000,2500,Entry Level
Brand Coordinator,Sales/Retail/Business Development,Marketing,Select,Retail,Select,Select,3000,5000,Experienced (Non-Manager)
فنى صيانه,Installation/Maintenance/Repair,Select,Select,Banking,Select,Select,800,1300,Entry Level
System Analyst / Product Owner ,Project/Program Management,IT/Software Development,Select,Computer Software,Select,Select,4000,5000,Experienced (Non-Manager)
iOS Developer,IT/Software Development,Select,Select,Computer Software,Select,Select,2000,4000,Entry Level
Graphic & Motion Graphic Designer,Creative/Design,Select,Select,Advertising and PR Services,Marketing and Advertising   ,Select,2500,5000,Entry Level
Call Center agent ( Data Entry ),Customer Service/Support,Select,Select,Consumer Services   ,Select,Select,950,1000,Entry Level
Application and System Developer ,IT/Software Development,Select,Select,Information Technology Services   ,Computer/IT Services,Select,1300,2500,Entry Level
Network / Security Engineer,Installation/Maintenance/Repair,Engineering,Select,Computer Networking   ,Computer Hardware,Select,1200,1500,Experienced (Non-Manager)
IT Infrastructure Specialist,IT/Software Development,Engineering,Select,Information Technology Services   ,Engineering Services,Select,2200,4000,Experienced (Non-Manager)
Travel agency,Editorial/Writing,Select,Select,"Travel, Transportation and Tourism",Select,Select,800,1200,Experienced (Non-Manager)
Account Manager  ,Customer Service/Support,Sales/Retail/Business Development,Marketing,Advertising and PR Services,Select,Select,2000,4000,Experienced (Non-Manager)
Account Manager  (Alex),Customer Service/Support,Sales/Retail/Business Development,Marketing,Advertising and PR Services,Select,Select,2000,4000,Experienced (Non-Manager)
Junior Graphic Designer  (Alex),Creative/Design,Select,Select,Advertising and PR Services,Select,Select,1500,4000,Experienced (Non-Manager)
Quality Manager,Quality Assurance/Quality Control,Engineering,Select,Manufacturing,Select,Select,10000,16000,Manager
Business Analyst,IT/Software Development,Business ,Project/Program Management,Information Technology Services   ,Select,Select,10000,13000,Experienced (Non-Manager)
Senior Translator,Editorial/Writing,Select,Select,Translation and Localization   ,Select,Select,1500,3000,Experienced (Non-Manager)
Data Entry Clerk,Administration,Customer Service/Support,Select,Writing and Editing,Select,Select,400,500,Entry Level
Health and Safety Manager,Management,Quality Assurance/Quality Control,Select,Manufacturing,Select,Select,10000,12000,Manager
Content Acquisition Specialist,Research,Accounting/Finance/Insurance,Logistics/Transportation,Financial Services,Select,Select,5000,7000,Experienced (Non-Manager)
Telesales Executive ,Sales/Retail/Business Development,Customer Service/Support,Select,Human Resources   ,Select,Select,1200,1500,Entry Level
Production Manager,Manufacturing/Production/Operations,Management,Engineering,Manufacturing,Select,Select,20000,30000,Manager
Web Developer (Internship),IT/Software Development,Select,Select,Computer and Network Security   ,Computer Software,Computer/IT Services,500,700,Entry Level
Technical Installation Engineer  (Internship),Engineering,Installation/Maintenance/Repair,Select,Engineering - Mechanical or Industrial   ,Select,Select,500,700,Entry Level
UI / UX Designer,IT/Software Development,Creative/Design,Select,Computer/IT Services,Select,Select,3000,6000,Experienced (Non-Manager)
Junior Marketing Coordinator ,Marketing,Select,Select,Real Estate/Property Management,Select,Select,2000,4000,Experienced (Non-Manager)
Telemarketing Agent,Sales/Retail/Business Development,Marketing,Customer Service/Support,Import and Export   ,Select,Select,1000,3000,Experienced (Non-Manager)
Acquisition City Representative (Sharm El Sheikh),Sales/Retail/Business Development,Marketing,Customer Service/Support,Information Technology Services   ,Select,Select,1500,2000,Entry Level
Central Air Conditioner Sales Engineer,Engineering,Sales/Retail/Business Development,Select,Manufacturing,Select,Select,2500,5000,Entry Level
IOS Developer,IT/Software Development,Select,Select,Computer/IT Services,Select,Select,4000,8000,Experienced (Non-Manager)
Senior PHP Developer,IT/Software Development,Select,Select,Computer/IT Services,Computer Software,Select,4000,8000,Experienced (Non-Manager)
QA Officer,Manufacturing/Production/Operations,Quality Assurance/Quality Control,Medical,Pharmaceuticals   ,Manufacturing,Select,7000,8500,Experienced (Non-Manager)
Telesales Agent,Customer Service/Support,Sales/Retail/Business Development,Select,Telecommunications Services,Select,Select,2400,5000,Entry Level
Call Center Agent,Customer Service/Support,Select,Select,Telecommunications Services,Financial Services,Select,2400,5000,Entry Level
Senior Graphic Designer,Creative/Design,Select,Select,Telecommunications Services,Select,Select,3000,5000,Experienced (Non-Manager)
Biomedical Engineer,Engineering,Installation/Maintenance/Repair,Medical,Medical Devices and Supplies,Select,Select,2500,3500,Entry Level
Python Django Developer ,IT/Software Development,Select,Select,Computer Software,Select,Select,5000,15000,Experienced (Non-Manager)
Female Customer Service Coordinator,Customer Service/Support,Select,Select,"Travel, Transportation and Tourism",Select,Select,2000,2500,Entry Level
